mszoning,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,roofstyle,exterior1st,exterior2nd,masvnrtype,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfintype2,heatingqc,centralair,electrical,kitchenqual,functional,fireplacequ,garagetype,garagefinish,garagequal,garagecond,paveddrive,saletype,salecondition,mssubclass,lotfrontage,lotarea,overallqual,overallcond,yearbuilt,yearremodadd,masvnrarea,bsmtfinsf1,bsmtunfsf,totalbsmtsf,firstflrsf,secondflrsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,totrmsabvgrd,fireplaces,garageyrblt,garagecars,garagearea,wooddecksf,openporchsf,enclosedporch,mosold,yrsold,Predicted Sale Price,Actual Sale Price
3,3,3,4,0,12,2,0,7,1,6,6,1,3,2,1,4,4,0,0,1,4,1,5,3,6,5,1,2,5,5,2,8,4,80,70.0,8163,5,6,1959,1959,128.0,748,102,1144.0,1144,0,1144,1,0,1,0,3,1,6,1,1959.0,1,796,86,0,0,3,2006,144126.0,143000
3,0,3,4,0,4,2,0,7,3,13,7,1,3,4,1,4,4,0,1,5,0,1,1,2,3,3,3,3,5,5,2,8,0,80,92.0,6930,5,4,1958,1958,120.0,300,468,1062.0,1352,0,1352,0,1,1,0,3,1,6,0,1958.0,1,288,168,0,294,7,2006,127813.75,130000
3,3,3,4,0,11,2,2,0,1,9,10,2,3,4,1,3,2,4,4,4,4,1,5,2,6,3,1,3,5,5,2,0,4,90,75.0,10125,5,5,1977,1977,0.0,0,0,0.0,1302,432,1734,0,0,2,0,4,2,8,0,1977.0,2,539,0,0,0,8,2009,135195.83,126000
3,0,3,4,0,19,2,0,2,3,6,10,2,3,4,1,4,4,3,0,6,4,1,5,3,6,1,1,3,5,5,2,8,4,20,100.0,13350,5,5,1974,1974,0.0,762,102,864.0,894,0,894,1,0,1,0,3,1,5,1,1974.0,2,440,241,0,0,6,2006,139071.5,142500
3,3,3,4,0,16,2,4,2,3,8,8,1,2,4,2,2,4,3,2,6,0,1,5,2,6,2,1,0,5,5,2,8,4,120,48.0,6240,8,5,2006,2006,176.0,863,461,1324.0,1324,0,1324,1,0,2,0,2,1,6,1,2006.0,2,550,192,38,0,12,2009,226667.67,254000
3,3,0,4,0,6,2,0,2,1,9,10,1,3,4,1,2,4,2,0,3,0,1,5,2,6,5,1,0,5,5,2,8,4,20,80.0,12984,5,6,1977,1977,459.0,1283,0,1430.0,1647,0,1647,1,0,2,0,3,1,7,1,1977.0,2,621,0,0,0,3,2006,199846.5,217500
4,3,3,4,0,17,0,0,0,1,13,14,2,3,4,1,4,4,3,6,6,0,1,5,3,6,3,5,3,5,5,2,8,0,50,52.0,5720,5,6,1941,1950,0.0,0,676,676.0,676,455,1131,0,0,1,1,3,1,5,0,1941.0,1,200,26,0,0,8,2009,103337.0,66500
3,0,1,4,0,23,2,0,2,1,12,13,2,2,4,2,2,4,0,2,6,0,1,5,2,6,3,1,0,5,5,2,8,4,20,73.0,8925,8,5,2007,2007,0.0,16,1450,1466.0,1466,0,1466,0,0,2,0,3,1,7,0,2007.0,3,610,100,18,0,7,2009,235950.01,201000
3,0,3,4,0,12,1,0,2,3,13,14,1,3,4,1,4,0,3,5,6,4,1,0,3,6,3,1,3,5,5,2,8,4,20,66.0,12400,6,7,1958,1998,176.0,585,630,1215.0,1215,0,1215,0,0,1,0,3,1,6,0,1958.0,1,297,0,0,0,6,2009,145792.0,155000
0,3,3,4,0,9,2,0,0,1,8,8,2,3,2,1,4,4,3,6,6,4,1,0,3,6,3,5,2,5,5,2,0,0,50,60.0,7500,4,4,1920,1950,0.0,0,698,698.0,698,430,1128,0,0,1,0,2,1,6,0,1980.0,2,528,30,0,164,4,2010,104196.5,68400
3,3,3,4,0,17,2,0,2,1,13,14,2,3,4,0,4,4,3,6,6,4,1,5,3,6,3,5,3,1,1,2,8,4,30,60.0,10800,4,6,1927,2007,0.0,0,656,656.0,968,0,968,0,0,2,0,4,1,5,0,1928.0,1,216,0,0,0,8,2007,109556.54,64500
3,3,3,4,0,14,1,0,5,3,6,6,1,3,4,1,4,4,3,2,5,2,1,5,2,6,3,1,3,5,5,2,8,4,60,70.04995836802665,9130,6,8,1966,2000,252.0,400,336,800.0,800,832,1632,0,1,1,1,4,1,7,0,1966.0,2,484,0,40,0,7,2008,164230.88,173000
0,3,1,4,1,9,2,0,0,1,8,8,2,3,4,4,4,4,2,6,6,2,1,5,3,6,3,5,2,5,5,0,8,0,50,66.0,8712,4,7,1900,1950,0.0,0,859,859.0,859,319,1178,0,0,1,0,2,1,7,0,1964.0,1,384,68,0,98,1,2010,105712.0,102776
3,3,2,4,0,7,2,0,2,1,8,8,2,3,4,1,3,2,4,4,4,0,1,5,2,6,3,5,3,5,5,2,8,0,20,60.0,11100,4,7,1946,2006,0.0,0,0,0.0,930,0,930,0,0,1,0,2,1,6,0,1946.0,1,308,0,0,0,4,2010,101925.0,84900
3,0,3,4,0,8,2,0,5,1,6,6,1,3,4,2,2,4,3,0,6,2,1,5,2,6,5,1,0,5,5,2,8,4,60,70.04995836802665,7685,6,5,1993,1994,112.0,518,179,697.0,697,804,1501,0,0,2,1,3,1,6,1,1993.0,2,420,190,63,0,5,2006,183092.65,165600
3,3,3,4,0,12,2,0,2,1,14,15,1,3,4,1,4,4,3,1,6,0,1,5,2,6,3,1,3,5,5,2,8,0,20,60.0,7332,6,6,1959,1959,207.0,414,450,864.0,864,0,864,1,0,1,0,2,1,4,0,1959.0,1,288,168,0,0,10,2006,123422.0,120000
3,3,3,4,0,7,2,0,2,1,12,13,2,3,4,1,4,4,3,0,6,0,1,0,3,6,3,1,2,5,5,2,8,4,20,70.04995836802665,17140,4,6,1956,1956,0.0,1059,75,1134.0,1229,0,1229,0,0,1,0,3,1,6,0,1956.0,1,284,0,0,0,4,2009,140024.5,135000
3,0,3,4,0,20,2,0,5,1,6,6,2,2,4,2,2,4,2,2,6,0,1,5,2,6,5,1,0,5,5,2,8,0,60,80.0,10041,8,5,1992,1992,0.0,789,119,908.0,927,988,1915,1,0,2,1,3,1,8,1,1992.0,2,506,120,150,0,2,2006,236059.19,220000
3,3,3,4,0,3,6,0,5,1,13,14,2,3,4,0,4,4,3,6,6,0,1,0,3,6,3,5,3,5,5,2,8,4,70,60.0,8730,6,7,1915,2003,0.0,0,698,698.0,698,698,1396,0,0,1,0,3,1,7,0,2003.0,1,384,0,0,0,7,2007,134166.44,153575
3,3,3,4,0,5,2,0,2,1,12,13,1,2,4,2,2,4,3,2,6,0,1,5,2,6,3,1,2,5,5,2,6,5,20,64.0,6762,7,5,2007,2007,108.0,664,544,1208.0,1208,0,1208,1,0,2,0,2,1,6,0,2007.0,2,628,105,54,0,9,2007,195225.37,195400
3,3,3,4,0,20,2,0,6,1,6,6,2,3,4,2,2,4,0,2,6,0,1,5,2,6,3,1,3,5,5,2,8,4,85,73.0,9069,6,6,1992,1992,0.0,747,189,936.0,996,0,996,1,0,1,0,2,1,5,0,1992.0,2,564,120,0,0,4,2010,144047.1,147000
3,0,2,4,1,20,2,0,5,1,9,10,1,2,4,1,2,4,1,2,6,0,1,5,3,6,2,1,0,5,5,2,8,4,60,70.04995836802665,14364,7,5,1988,1989,128.0,1065,92,1157.0,1180,882,2062,1,0,2,1,3,1,7,1,1988.0,2,454,60,55,0,4,2007,253841.86,277000
3,3,3,4,0,20,2,4,2,1,9,10,2,3,4,1,2,4,3,1,1,4,1,5,3,6,5,1,2,5,5,2,8,4,120,50.0,8012,6,5,1980,1980,0.0,543,261,923.0,923,0,923,0,0,2,0,2,1,5,1,1980.0,1,264,80,0,0,5,2010,119789.66,143000
4,3,3,4,0,17,2,0,2,1,12,13,2,3,2,0,4,4,3,6,6,2,1,5,3,6,3,5,3,5,5,2,8,4,30,60.0,8520,6,8,1928,2003,0.0,0,624,624.0,720,0,720,0,0,1,0,2,1,5,0,2005.0,2,484,106,0,0,5,2010,115281.5,105900
3,3,3,0,0,12,4,0,7,4,13,14,1,2,2,1,2,4,3,6,6,0,1,5,2,6,2,3,0,5,5,2,8,4,80,96.0,11275,7,7,1967,2007,300.0,0,710,710.0,1898,1080,2978,0,0,2,1,5,1,11,1,1961.0,2,564,240,0,0,6,2010,242526.68,242000
3,0,3,1,0,20,7,0,5,1,6,6,2,2,4,2,2,4,3,1,6,0,1,5,2,6,3,1,2,5,5,2,8,4,60,70.04995836802665,9453,7,7,1993,2003,0.0,402,594,996.0,1014,730,1744,0,0,2,1,3,1,7,0,1993.0,2,457,370,70,0,2,2010,205855.54,194500
3,1,1,1,0,22,2,0,5,3,12,13,1,0,4,2,0,4,1,6,6,0,1,5,2,6,2,3,0,5,5,2,6,5,60,66.0,13682,10,5,2006,2006,1031.0,0,1410,1410.0,1426,1519,2945,0,0,3,1,3,1,10,1,2006.0,3,641,192,0,37,10,2006,397959.73,438780
3,3,3,4,0,14,2,0,5,3,6,6,1,2,4,1,4,4,3,0,6,4,1,5,2,6,5,1,2,2,5,2,8,4,60,76.0,9120,6,6,1974,1974,270.0,442,459,901.0,943,933,1876,0,0,2,1,4,1,8,1,1974.0,2,540,0,69,0,7,2008,186072.4,185000
3,3,3,4,0,7,2,1,5,1,8,8,2,3,4,1,2,4,1,2,6,4,1,5,3,6,3,6,1,3,3,0,8,4,190,70.0,7000,5,7,1910,1991,0.0,969,148,1117.0,820,527,1347,1,0,1,0,3,1,5,0,1978.5061638868744,0,0,85,0,148,1,2008,126880.35,107500
3,0,3,0,0,12,2,0,7,1,9,10,1,3,4,1,2,4,1,2,6,2,1,5,3,6,2,2,2,5,5,2,8,4,80,101.0,9150,6,5,1962,1962,305.0,371,728,1099.0,1431,0,1431,0,1,1,0,3,1,6,1,1962.0,1,296,64,110,0,12,2008,155353.04,165000
3,0,3,4,0,23,2,0,2,1,6,6,1,3,4,1,2,1,3,2,3,2,1,5,2,6,5,1,3,5,5,2,8,4,20,54.0,13811,6,6,1987,1987,72.0,980,92,1112.0,1137,0,1137,1,0,2,0,2,1,5,1,1987.0,2,551,125,0,0,7,2006,154276.83,176000
4,3,3,4,0,10,2,4,2,1,5,5,2,3,4,2,2,4,3,2,6,4,1,5,3,6,5,1,3,5,5,2,8,4,120,44.0,4224,5,7,1976,1976,0.0,840,200,1040.0,1060,0,1060,1,0,1,0,3,1,6,1,1976.0,2,572,100,110,0,6,2007,141869.6,129900
4,3,3,4,0,17,2,0,2,1,12,13,2,3,4,1,4,4,3,0,1,0,1,5,3,6,3,5,3,5,5,2,8,5,20,50.0,6000,5,5,1948,1950,0.0,104,516,789.0,789,0,789,0,0,1,0,2,1,5,0,1948.0,1,250,0,0,0,4,2008,104084.36,115000
3,2,3,4,0,8,6,0,5,1,12,13,2,2,4,2,2,1,0,6,6,0,1,5,3,6,2,3,0,5,5,2,8,4,60,60.0,21930,5,5,2005,2005,0.0,0,732,732.0,734,1104,1838,0,0,2,1,4,1,7,1,2005.0,2,372,100,40,0,7,2006,173221.71,192140
3,0,3,2,0,8,2,0,7,1,6,6,1,2,4,2,2,4,3,6,6,2,1,5,2,6,5,1,2,5,5,2,8,4,80,70.04995836802665,10784,7,5,1991,1992,76.0,0,384,384.0,802,670,1472,0,0,2,1,3,1,7,1,1991.0,2,402,164,0,0,5,2007,173175.0,160000
3,3,3,4,0,3,2,0,0,1,8,8,2,3,4,1,4,4,3,5,6,2,1,5,3,6,3,5,3,5,5,0,8,4,50,70.04995836802665,9144,5,5,1940,1982,0.0,399,484,883.0,988,517,1505,1,0,1,0,3,1,8,0,1940.0,1,240,0,0,0,7,2008,140835.74,145000
3,3,3,0,0,17,2,0,2,1,13,14,2,3,4,0,1,4,3,6,6,0,1,0,0,6,3,5,3,1,5,0,8,0,30,60.0,5400,5,6,1920,1950,0.0,0,691,691.0,691,0,691,0,0,1,0,2,1,4,0,1920.0,1,216,0,20,94,1,2007,92770.5,86000
3,0,3,4,0,19,2,0,2,3,9,10,1,3,4,1,4,4,3,1,6,4,1,5,3,6,1,1,3,5,5,2,8,4,20,70.04995836802665,11553,5,5,1968,1968,188.0,673,378,1051.0,1159,0,1159,0,0,1,1,3,1,7,1,1968.0,1,336,466,0,0,7,2006,146725.0,158000
3,3,3,4,0,13,2,4,2,1,9,10,2,3,4,1,2,4,3,0,6,4,1,5,3,6,1,1,2,5,5,2,8,4,120,53.0,4043,6,5,1977,1977,0.0,360,709,1069.0,1069,0,1069,0,0,2,0,2,1,4,1,1977.0,2,440,0,55,0,7,2010,138518.5,127500
4,3,0,4,0,17,0,0,0,1,8,8,2,3,4,1,4,4,3,5,6,4,1,5,3,6,3,5,3,5,5,0,8,4,50,70.04995836802665,3950,6,8,1926,2004,0.0,468,350,818.0,818,406,1224,0,0,1,0,3,1,5,0,1926.0,1,210,0,0,116,12,2009,115628.02,115000
4,3,3,4,0,2,2,3,5,1,5,5,1,3,4,1,4,4,3,0,6,4,1,5,3,6,3,5,3,5,5,2,8,4,160,21.0,1680,5,7,1972,1972,268.0,231,399,630.0,630,672,1302,0,0,2,1,3,1,6,0,1972.0,1,264,185,0,0,2,2009,111442.34,119500
3,3,3,4,0,20,2,0,5,1,12,13,2,2,2,2,2,4,3,0,6,0,1,5,2,6,3,1,2,5,5,2,8,4,60,65.0,7153,6,5,1992,1992,0.0,387,374,761.0,810,793,1603,0,0,2,1,3,1,7,0,1992.0,2,484,0,124,0,7,2006,182023.23,175900
3,3,3,4,0,5,2,0,5,1,12,13,1,2,4,2,2,4,3,2,6,0,1,5,2,6,5,1,2,5,5,2,8,4,60,80.0,10000,8,5,1995,1996,438.0,1079,141,1220.0,1220,870,2090,1,0,2,1,3,1,8,1,1995.0,2,556,0,65,0,12,2007,275897.06,240000
3,3,3,0,0,16,2,0,2,3,12,13,1,2,4,2,2,4,0,6,6,2,1,5,2,6,2,1,0,5,5,2,6,5,20,110.0,14226,8,5,2006,2006,375.0,0,1935,1935.0,1973,0,1973,0,0,2,0,3,1,9,1,2006.0,3,895,315,45,0,7,2007,306246.25,395000
3,0,3,4,0,24,2,0,2,1,9,10,2,2,4,1,2,4,3,0,6,4,1,5,3,6,5,1,2,5,5,2,8,4,20,70.04995836802665,11250,6,6,1977,1977,0.0,767,441,1208.0,1208,0,1208,1,0,1,1,3,1,6,1,1977.0,2,546,198,42,0,6,2006,165148.0,165000
3,3,3,0,0,5,2,0,2,1,6,6,2,3,4,1,4,1,0,3,0,4,1,5,3,6,3,1,3,5,5,2,8,4,20,75.0,10650,5,6,1976,1976,0.0,182,0,894.0,894,0,894,1,0,1,0,3,1,5,0,1976.0,1,308,365,0,0,2,2010,124263.0,128200
3,3,2,4,1,20,2,0,7,1,13,14,1,2,4,2,2,4,1,2,6,2,1,5,2,6,5,1,0,5,5,2,8,4,80,70.04995836802665,12800,7,5,1989,1989,145.0,1518,0,1518.0,1644,0,1644,1,1,2,0,2,1,5,1,1989.0,2,569,80,0,0,8,2009,222577.72,275000
3,3,3,4,0,21,2,0,2,3,5,5,3,0,4,2,0,4,3,2,6,0,1,5,0,6,2,1,0,5,5,2,6,5,20,79.0,9416,7,5,2007,2007,205.0,1126,600,1726.0,1726,0,1726,1,0,2,0,3,1,8,1,2007.0,3,786,171,138,0,9,2007,251737.8,311872
3,0,3,1,0,21,1,0,5,1,12,13,3,2,4,2,2,4,2,6,6,0,1,5,2,6,2,3,0,5,5,2,8,4,60,86.0,14598,6,5,2007,2007,74.0,0,894,894.0,894,1039,1933,0,0,2,1,4,1,9,1,2007.0,3,668,100,18,0,1,2008,199242.42,214000
4,3,3,2,0,11,2,4,2,3,12,13,1,3,2,2,0,1,3,2,6,0,1,5,3,6,3,1,0,5,5,2,8,4,120,32.0,4500,6,5,1998,1998,443.0,1201,36,1237.0,1337,0,1337,1,0,2,0,2,1,5,0,1998.0,2,405,0,199,0,3,2006,169013.89,153500
4,3,3,4,0,5,2,4,2,1,12,13,1,2,4,2,2,4,0,2,6,0,1,5,2,6,3,1,0,5,5,2,8,4,120,70.04995836802665,4435,6,5,2003,2004,170.0,685,163,848.0,848,0,848,1,0,1,0,1,1,4,0,2003.0,2,420,140,0,0,6,2009,140423.6,144000
3,3,3,4,0,12,2,0,2,1,9,10,2,3,4,1,4,4,3,6,6,4,1,5,1,6,5,5,3,1,1,2,8,4,20,60.0,10434,4,5,1955,1955,0.0,0,1005,1005.0,1005,0,1005,0,0,1,0,2,1,5,1,1977.0,2,672,0,0,0,11,2009,123180.5,115000
3,0,3,4,0,8,2,0,7,1,12,13,2,3,4,2,2,4,3,2,6,0,1,5,3,6,5,3,0,5,5,2,8,4,80,70.04995836802665,7750,7,5,2000,2000,0.0,250,134,384.0,774,656,1430,0,0,2,1,3,1,7,1,2000.0,2,400,180,0,0,4,2010,170461.2,180000
3,3,3,4,0,16,2,0,2,1,12,13,2,0,4,2,0,1,1,2,6,0,1,5,0,6,2,1,0,5,5,2,6,5,20,107.0,13891,10,5,2006,2006,103.68526170798899,1386,690,2076.0,2076,0,2076,1,0,2,1,2,1,7,1,2006.0,3,850,216,229,0,9,2006,376808.45,465000
3,0,1,4,0,22,2,4,2,1,6,6,2,2,4,2,2,4,3,2,6,2,1,5,2,6,5,1,2,5,5,2,8,4,120,41.0,5395,8,5,1993,1993,0.0,733,604,1337.0,1337,0,1337,1,0,2,0,2,1,5,1,1993.0,2,462,96,0,70,10,2008,215799.53,180000
3,3,3,4,0,21,2,0,5,1,12,13,2,2,4,2,2,4,2,2,6,0,1,5,2,6,2,1,2,5,5,2,8,4,60,75.0,9675,7,5,2005,2005,0.0,341,772,1113.0,1113,858,1971,0,0,2,1,3,1,8,1,2005.0,2,689,0,48,0,2,2009,237617.61,253000
4,3,3,4,0,10,2,4,5,1,5,5,2,3,4,1,2,4,3,5,1,4,1,5,3,6,3,1,3,5,5,2,8,4,160,36.0,2592,5,3,1976,1976,0.0,129,175,536.0,536,576,1112,0,0,1,1,3,1,4,0,1976.0,1,336,182,0,0,4,2010,104371.97,85000
3,3,3,2,0,12,2,2,2,1,6,6,2,3,4,3,3,2,4,4,4,4,1,5,3,6,3,4,3,5,5,2,8,4,90,70.0,9842,4,5,1962,1962,0.0,0,0,0.0,1224,0,1224,0,0,2,0,2,2,6,0,1962.0,2,462,0,0,0,3,2007,105685.18,101800
3,0,3,4,0,12,2,0,2,1,8,8,1,3,4,1,4,4,3,1,6,4,1,5,3,6,3,5,3,5,5,2,8,4,20,70.04995836802665,8750,5,6,1970,1970,76.0,828,174,1002.0,1002,0,1002,1,0,1,0,3,1,5,0,1973.0,2,902,0,0,0,8,2009,142853.8,148500
4,3,3,4,0,7,2,3,5,1,12,13,3,2,4,2,2,4,3,6,6,0,1,5,2,0,3,5,3,5,5,2,8,4,160,24.0,2522,7,5,2004,2004,50.0,0,970,970.0,970,739,1709,0,0,2,0,3,1,7,0,2004.0,2,380,0,40,0,4,2006,136465.42,137500
3,0,3,4,0,16,2,4,2,3,8,8,1,0,4,2,0,4,3,6,6,0,1,5,0,6,2,1,2,5,5,2,6,5,120,68.0,7820,9,5,2007,2007,362.0,0,1869,1869.0,1869,0,1869,0,0,2,0,2,1,6,1,2007.0,2,617,210,54,0,12,2007,305364.6,318061
3,0,2,4,2,4,2,0,2,0,13,14,2,3,4,1,4,4,1,2,6,0,1,5,0,6,2,1,3,5,5,2,8,5,20,65.0,25095,5,8,1968,2003,0.0,1324,113,1437.0,1473,0,1473,2,0,1,0,1,1,5,2,1968.0,1,452,0,48,0,6,2009,194004.5,143000
3,3,0,4,0,12,0,0,0,1,8,8,2,3,4,1,4,4,3,1,6,4,1,0,3,6,5,1,3,5,5,2,8,4,50,60.0,10930,5,6,1945,1950,0.0,580,333,913.0,1048,510,1558,1,0,1,1,3,1,6,1,1962.0,1,288,0,0,0,4,2008,145807.0,140000
3,0,3,4,0,5,2,0,5,1,12,13,1,2,4,2,2,4,4,6,6,0,1,5,2,6,5,1,2,5,5,2,8,4,60,65.0,14006,7,5,2002,2002,144.0,0,936,936.0,936,840,1776,0,0,2,1,3,1,7,1,2002.0,2,474,144,96,0,2,2006,205581.22,192500
4,3,3,4,0,10,2,3,6,1,5,5,2,3,4,1,2,4,0,2,6,0,1,5,0,6,3,6,1,3,3,2,8,0,180,21.0,1533,5,7,1970,1970,0.0,553,77,630.0,630,0,630,1,0,1,0,1,1,3,0,1978.5061638868744,0,0,0,0,0,8,2006,94609.5,92000
1,3,3,4,0,21,2,0,5,1,12,13,2,2,4,2,2,1,3,6,6,0,1,5,2,6,3,1,2,5,5,2,6,5,60,65.0,8125,7,5,2006,2006,0.0,0,770,770.0,778,798,1576,0,0,2,1,3,1,6,0,2006.0,2,614,0,50,0,8,2006,191940.72,197000
3,3,3,4,0,17,2,0,2,1,12,13,2,2,4,0,4,4,3,6,6,0,1,5,2,6,3,5,3,1,1,0,8,4,30,52.0,9022,5,8,1924,2006,0.0,0,768,768.0,792,0,792,0,0,1,0,2,1,5,0,1924.0,1,240,316,0,120,5,2009,112535.54,109500
3,3,3,4,0,5,2,0,2,3,12,13,3,2,4,2,0,4,1,2,6,0,1,5,2,6,2,1,2,5,5,2,8,4,20,79.0,10637,8,5,2007,2008,336.0,1288,417,1705.0,1718,0,1718,1,0,2,0,3,1,7,1,2007.0,3,826,208,44,0,9,2009,326629.69,297000
3,0,3,4,0,14,4,0,2,3,3,3,2,3,4,1,4,4,3,6,6,2,1,5,2,6,2,1,2,5,5,2,8,4,20,70.04995836802665,9156,6,7,1968,1968,0.0,0,1489,1489.0,1489,0,1489,0,0,2,0,3,1,7,1,1968.0,2,462,0,0,0,8,2009,173954.87,185750
3,3,3,4,0,5,2,0,5,1,12,13,2,2,4,2,2,4,3,2,6,0,1,5,2,6,3,1,2,5,5,2,8,4,60,79.0,12420,7,5,2001,2001,0.0,666,278,944.0,944,896,1840,1,0,2,1,3,1,6,0,2001.0,2,622,0,45,0,6,2009,223526.25,230000
4,3,0,4,0,17,2,0,2,3,11,12,0,3,4,0,1,4,3,5,6,4,1,5,3,6,3,5,3,5,5,2,8,2,30,50.0,5925,4,7,1937,2000,435.0,168,739,907.0,1131,0,1131,0,0,1,0,2,1,7,0,1995.0,2,672,0,72,0,3,2007,122581.5,89471
3,0,2,4,1,22,2,0,2,3,12,13,3,2,4,2,0,4,0,0,6,0,1,5,2,6,2,1,0,5,5,2,8,4,20,124.0,16158,7,5,2005,2005,16.0,1274,256,1530.0,1530,0,1530,1,0,2,0,3,1,7,1,2005.0,2,430,168,36,0,6,2009,236664.2,260000
3,3,3,4,0,5,2,0,5,1,14,15,2,2,4,2,2,4,0,2,6,0,1,5,2,6,2,1,0,5,5,2,8,4,60,63.0,8199,7,5,2005,2005,0.0,648,80,728.0,728,728,1456,1,0,2,1,3,1,7,1,2005.0,2,410,36,18,0,10,2008,178969.29,189000
3,3,3,4,0,7,0,0,5,1,8,8,2,3,4,1,4,4,2,6,6,4,1,5,3,6,2,5,3,1,4,1,8,4,70,60.0,9084,4,5,1940,1950,0.0,0,755,755.0,755,755,1510,1,0,1,0,4,1,7,1,1940.0,1,296,120,0,0,10,2009,135100.38,108000
